label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41
9,0.0,0.0,0.18791946308724833,-0.06711409395973154,0.28187919463087246,-0.3288590604026846,0.14093959731543623,-0.5503355704697986,-0.06040268456375839,-0.6040268456375839,0.30201342281879195,-0.5637583892617449,0.2080536912751678,-0.697986577181208,0.18791946308724833,-0.5234899328859061,0.21476510067114093,-0.4429530201342282,0.1476510067114094,-0.5704697986577181,0.03355704697986577,-0.6845637583892618,0.040268456375838924,-0.4563758389261745,0.0738255033557047,-0.37583892617449666,0.0,-0.5503355704697986,-0.10738255033557047,-0.6241610738255033,-0.09395973154362416,-0.4228187919463087,-0.053691275167785234,-0.2953020134228188,-0.1342281879194631,-0.5167785234899329,-0.15436241610738255,-0.738255033557047,-0.1610738255033557,-0.8657718120805369,-0.1610738255033557,-1.0
9,0.0,0.0,0.23863636363636365,-0.125,0.375,-0.36363636363636365,0.29545454545454547,-0.5795454545454546,0.125,-0.6363636363636364,0.3181818181818182,-0.5113636363636364,0.3181818181818182,-0.6931818181818182,0.26136363636363635,-0.5681818181818182,0.25,-0.45454545454545453,0.18181818181818182,-0.5340909090909091,0.14772727272727273,-0.7272727272727273,0.10227272727272728,-0.5681818181818182,0.11363636363636363,-0.4318181818181818,0.056818181818181816,-0.5454545454545454,0.0,-0.7045454545454546,0.0,-0.5454545454545454,0.011363636363636364,-0.3977272727272727,-0.06818181818181818,-0.5454545454545454,-0.06818181818181818,-0.75,-0.056818181818181816,-0.875,-0.03409090909090909,-1.0
9,0.0,0.0,0.21428571428571427,-0.17857142857142858,0.39285714285714285,-0.36904761904761907,0.38095238095238093,-0.5476190476190477,0.25,-0.6190476190476191,0.25,-0.5476190476190477,0.2619047619047619,-0.7142857142857143,0.20238095238095238,-0.5952380952380952,0.19047619047619047,-0.4642857142857143,0.13095238095238096,-0.5595238095238095,0.13095238095238096,-0.7380952380952381,0.09523809523809523,-0.5833333333333334,0.10714285714285714,-0.44047619047619047,0.03571428571428571,-0.5476190476190477,0.03571428571428571,-0.7142857142857143,0.023809523809523808,-0.5714285714285714,0.047619047619047616,-0.44047619047619047,-0.05952380952380952,-0.5357142857142857,-0.047619047619047616,-0.75,-0.05952380952380952,-0.8809523809523809,-0.047619047619047616,-1.0
9,0.0,0.0,0.1836734693877551,0.0,0.336734693877551,-0.19387755102040816,0.25510204081632654,-0.4387755102040816,0.07142857142857142,-0.5306122448979592,0.3979591836734694,-0.41836734693877553,0.3877551020408163,-0.5918367346938775,0.336734693877551,-0.4387755102040816,0.32653061224489793,-0.3673469387755102,0.25510204081632654,-0.47959183673469385,0.22448979591836735,-0.6326530612244898,0.1836734693877551,-0.41836734693877553,0.20408163265306123,-0.3469387755102041,0.10204081632653061,-0.5102040816326531,0.07142857142857142,-0.6122448979591837,0.061224489795918366,-0.42857142857142855,0.07142857142857142,-0.336734693877551,-0.05102040816326531,-0.5102040816326531,-0.04081632653061224,-0.7040816326530612,-0.05102040816326531,-0.8367346938775511,-0.05102040816326531,-1.0
9,0.0,0.0,0.21978021978021978,-0.14285714285714285,0.34065934065934067,-0.37362637362637363,0.24175824175824176,-0.5824175824175825,0.06593406593406594,-0.6373626373626373,0.2087912087912088,-0.5384615384615384,0.21978021978021978,-0.7252747252747253,0.1978021978021978,-0.5824175824175825,0.1978021978021978,-0.4725274725274725,0.06593406593406594,-0.5604395604395604,0.054945054945054944,-0.7362637362637363,0.06593406593406594,-0.5494505494505495,0.07692307692307693,-0.42857142857142855,-0.06593406593406594,-0.5494505494505495,-0.07692307692307693,-0.7142857142857143,-0.04395604395604396,-0.5384615384615384,-0.01098901098901099,-0.3956043956043956,-0.1978021978021978,-0.5274725274725275,-0.18681318681318682,-0.7362637362637363,-0.18681318681318682,-0.8681318681318682,-0.18681318681318682,-1.0
9,0.0,0.0,0.24468085106382978,-0.09574468085106383,0.39361702127659576,-0.30851063829787234,0.3191489361702128,-0.5319148936170213,0.18085106382978725,-0.6170212765957447,0.3191489361702128,-0.48936170212765956,0.3404255319148936,-0.6595744680851063,0.2872340425531915,-0.5425531914893617,0.2765957446808511,-0.43617021276595747,0.18085106382978725,-0.5212765957446809,0.18085106382978725,-0.6914893617021277,0.14893617021276595,-0.5425531914893617,0.14893617021276595,-0.425531914893617,0.05319148936170213,-0.5319148936170213,0.0425531914893617,-0.6914893617021277,0.031914893617021274,-0.5212765957446809,0.0425531914893617,-0.3829787234042553,-0.0851063829787234,-0.5319148936170213,-0.06382978723404255,-0.7340425531914894,-0.0425531914893617,-0.8723404255319149,-0.02127659574468085,-1.0
9,0.0,0.0,0.23870967741935484,-0.04516129032258064,0.38064516129032255,-0.2838709677419355,0.25806451612903225,-0.5161290322580645,0.03870967741935484,-0.5483870967741935,0.36774193548387096,-0.49032258064516127,0.3161290322580645,-0.6709677419354839,0.2709677419354839,-0.49032258064516127,0.2903225806451613,-0.38064516129032255,0.2129032258064516,-0.5161290322580645,0.14193548387096774,-0.6838709677419355,0.11612903225806452,-0.4645161290322581,0.12903225806451613,-0.33548387096774196,0.05806451612903226,-0.5225806451612903,-0.012903225806451613,-0.6516129032258065,-0.0064516129032258064,-0.44516129032258067,0.01935483870967742,-0.2967741935483871,-0.09032258064516129,-0.535483870967742,-0.07741935483870968,-0.7419354838709677,-0.07096774193548387,-0.8709677419354839,-0.06451612903225806,-1.0
9,0.0,0.0,0.22666666666666666,-0.05333333333333334,0.37333333333333335,-0.28,0.28,-0.48,0.12,-0.5333333333333333,0.30666666666666664,-0.49333333333333335,0.32,-0.68,0.29333333333333333,-0.56,0.30666666666666664,-0.44,0.16,-0.5333333333333333,0.14666666666666667,-0.7066666666666667,0.14666666666666667,-0.5333333333333333,0.16,-0.41333333333333333,0.02666666666666667,-0.5333333333333333,0.013333333333333334,-0.7066666666666667,0.04,-0.5333333333333333,0.05333333333333334,-0.4,-0.12,-0.52,-0.13333333333333333,-0.7333333333333333,-0.14666666666666667,-0.88,-0.14666666666666667,-1.0
9,0.0,0.0,0.2,-0.152,0.288,-0.384,0.12,-0.544,-0.08,-0.552,0.136,-0.672,0.112,-0.896,0.112,-0.696,0.12,-0.576,-0.032,-0.656,-0.072,-0.856,-0.016,-0.624,0.008,-0.568,-0.192,-0.608,-0.24,-0.776,-0.144,-0.584,-0.088,-0.456,-0.336,-0.536,-0.504,-0.744,-0.608,-0.872,-0.712,-1.0
9,0.0,0.0,0.2391304347826087,-0.036231884057971016,0.39855072463768115,-0.2463768115942029,0.26811594202898553,-0.41304347826086957,0.07971014492753623,-0.43478260869565216,0.3115942028985507,-0.5362318840579711,0.34057971014492755,-0.7391304347826086,0.2971014492753623,-0.5507246376811594,0.26811594202898553,-0.43478260869565216,0.13043478260869565,-0.572463768115942,0.16666666666666666,-0.7608695652173914,0.13043478260869565,-0.5362318840579711,0.11594202898550725,-0.45652173913043476,-0.021739130434782608,-0.5652173913043478,-0.014492753623188406,-0.782608695652174,-0.043478260869565216,-0.5869565217391305,-0.057971014492753624,-0.463768115942029,-0.17391304347826086,-0.5217391304347826,-0.17391304347826086,-0.7463768115942029,-0.18115942028985507,-0.8768115942028986,-0.18840579710144928,-1.0
9,0.0,0.0,0.22727272727272727,-0.13636363636363635,0.3787878787878788,-0.3484848484848485,0.30303030303030304,-0.5606060606060606,0.13636363636363635,-0.6363636363636364,0.30303030303030304,-0.5,0.3181818181818182,-0.6666666666666666,0.2727272727272727,-0.5606060606060606,0.24242424242424243,-0.4696969696969697,0.18181818181818182,-0.5303030303030303,0.16666666666666666,-0.696969696969697,0.13636363636363635,-0.5454545454545454,0.13636363636363635,-0.4393939393939394,0.06060606060606061,-0.5303030303030303,0.030303030303030304,-0.7121212121212122,0.030303030303030304,-0.5454545454545454,0.045454545454545456,-0.4090909090909091,-0.07575757575757576,-0.5303030303030303,-0.06060606060606061,-0.7272727272727273,-0.045454545454545456,-0.8787878787878788,-0.045454545454545456,-1.0
9,0.0,0.0,0.1953125,-0.15625,0.28125,-0.3671875,0.1328125,-0.4921875,-0.0390625,-0.5078125,0.1171875,-0.6484375,0.109375,-0.8203125,0.1328125,-0.6328125,0.125,-0.515625,-0.03125,-0.625,-0.0625,-0.8046875,-0.0078125,-0.5859375,0.015625,-0.4765625,-0.171875,-0.578125,-0.203125,-0.734375,-0.1171875,-0.546875,-0.0703125,-0.40625,-0.3125,-0.515625,-0.4296875,-0.7265625,-0.484375,-0.859375,-0.5390625,-1.0
9,0.0,0.0,0.23943661971830985,-0.1056338028169014,0.36619718309859156,-0.352112676056338,0.23943661971830985,-0.5774647887323944,0.04225352112676056,-0.6267605633802817,0.3380281690140845,-0.49295774647887325,0.29577464788732394,-0.6971830985915493,0.2535211267605634,-0.5422535211267606,0.2605633802816901,-0.43661971830985913,0.18309859154929578,-0.5211267605633803,0.11971830985915492,-0.704225352112676,0.09859154929577464,-0.5140845070422535,0.11267605633802817,-0.4014084507042254,0.04225352112676056,-0.528169014084507,-0.028169014084507043,-0.6901408450704225,-0.007042253521126761,-0.5070422535211268,0.014084507042253521,-0.3591549295774648,-0.1056338028169014,-0.5352112676056338,-0.09859154929577464,-0.7464788732394366,-0.09154929577464789,-0.8802816901408451,-0.08450704225352113,-1.0
9,0.0,0.0,0.19130434782608696,-0.13043478260869565,0.2956521739130435,-0.391304347826087,0.16521739130434782,-0.6086956521739131,-0.017391304347826087,-0.6434782608695652,0.30434782608695654,-0.5565217391304348,0.2608695652173913,-0.7652173913043478,0.22608695652173913,-0.6173913043478261,0.24347826086956523,-0.5217391304347826,0.16521739130434782,-0.5652173913043478,0.09565217391304348,-0.7478260869565218,0.0782608695652174,-0.5652173913043478,0.10434782608695652,-0.4782608695652174,0.02608695652173913,-0.5565217391304348,-0.05217391304347826,-0.6956521739130435,-0.043478260869565216,-0.5217391304347826,-0.017391304347826087,-0.391304347826087,-0.11304347826086956,-0.5304347826086957,-0.1391304347826087,-0.7478260869565218,-0.14782608695652175,-0.8869565217391304,-0.14782608695652175,-1.0
9,0.0,0.0,0.2052980132450331,-0.0728476821192053,0.33112582781456956,-0.31125827814569534,0.2185430463576159,-0.5033112582781457,0.039735099337748346,-0.543046357615894,0.23841059602649006,-0.5033112582781457,0.2185430463576159,-0.6423841059602649,0.17880794701986755,-0.5099337748344371,0.15894039735099338,-0.40397350993377484,0.09271523178807947,-0.5298013245033113,0.052980132450331126,-0.6688741721854304,0.039735099337748346,-0.48344370860927155,0.059602649006622516,-0.3708609271523179,-0.046357615894039736,-0.5298013245033113,-0.09271523178807947,-0.6887417218543046,-0.09271523178807947,-0.5033112582781457,-0.06622516556291391,-0.3443708609271523,-0.19205298013245034,-0.5033112582781457,-0.1986754966887417,-0.7218543046357616,-0.2185430463576159,-0.8675496688741722,-0.2251655629139073,-1.0
9,0.0,0.0,0.23170731707317074,-0.13414634146341464,0.3780487804878049,-0.36585365853658536,0.3048780487804878,-0.573170731707317,0.14634146341463414,-0.6219512195121951,0.24390243902439024,-0.5365853658536586,0.24390243902439024,-0.7073170731707317,0.2073170731707317,-0.5853658536585366,0.1951219512195122,-0.4634146341463415,0.0975609756097561,-0.5487804878048781,0.0975609756097561,-0.7317073170731707,0.07317073170731707,-0.5609756097560976,0.08536585365853659,-0.4146341463414634,-0.024390243902439025,-0.5487804878048781,-0.036585365853658534,-0.7073170731707317,-0.024390243902439025,-0.5365853658536586,0.0,-0.3780487804878049,-0.14634146341463414,-0.5365853658536586,-0.14634146341463414,-0.7439024390243902,-0.13414634146341464,-0.8780487804878049,-0.12195121951219512,-1.0
9,0.0,0.0,0.18333333333333332,-0.16666666666666666,0.26666666666666666,-0.4,0.11666666666666667,-0.525,-0.06666666666666667,-0.5083333333333333,0.09166666666666666,-0.675,0.08333333333333333,-0.85,0.10833333333333334,-0.6583333333333333,0.11666666666666667,-0.5333333333333333,-0.058333333333333334,-0.65,-0.075,-0.8333333333333334,-0.016666666666666666,-0.6,0.0,-0.48333333333333334,-0.2,-0.5916666666666667,-0.23333333333333334,-0.7333333333333333,-0.13333333333333333,-0.5333333333333333,-0.075,-0.4,-0.3416666666666667,-0.5166666666666667,-0.4583333333333333,-0.725,-0.5166666666666667,-0.8583333333333333,-0.5833333333333334,-1.0
